filename,xp1m,xp2,xp3,xp4
565.html,-1,(ولى) ما بزودى بر بينى او علامت و داغ ننگ مى نهيم! (16),بسیار بد است اصلا فكرش را از سر بیرون كنید كه گوش‌مالی خواهید شد.,ضرر مالی و اعتباری هنگفتی خواهید کرد که دیگر راه جبرانی ندارد حتما ترک شود.
567.html,-1,و فرعون و كسانى كه پيش از او بودند و همچنين اهل شهرهاى زير و رو شده (قوم لوط) مرتكب گناهان بزرگ شدند، (9),بسیار بد است در صورت انجام به‌شدت پشیمان خواهید شد حتما ترک شود.,ضرر مالی و اعتباری دارد حتما ترک شود.
569.html,-1,آنها را نشانشان مى دهند (ولى هر كس گرفتار كار خويشتن است)، چنان است كه گنهكار دوست مى دارد فرزندان خود را در برابر عذاب آن روز فدا كند، (11),بسیار بد است به چه‌كنم چه‌كنم گرفتار می‌شوید حتما ترك شود,به چه‌کنم چه‌کنم گرفتار می‌شوید حتما ترک شود.
57.html,1,پروردگارا! به آنچه نازل كرده اى، ايمان آورديم و از فرستاده (تو) پيروى نموديم; ما را در زمره گواهان بنويس!» (53),خوب است با توکل به‌خدا و ائمه معصومین انجام بده ان‌شاءالله موفق خواهید شد.,با حفظ موازین شرعی انجام بده ان‌شاءالله سود خوبی می‌بری.
571.html,1,تا بارانهاى پربركت آسمان را پى در پى بر شما فرستد، (11),خوب است ان‌شاءالله به اهدافتان خواهید رسید. با توكل به‌خدا اقدام كنید.,سود خوبی خواهید برد. با توکل به‌خدااقدام کنید صدقه فراموش نشود.
573.html,-1,و اينكه گروهى از ما مسلمان و گروهى ظالمند; هر كس اسلام را اختيار كند راه راست را برگزيده است، (14),بد است در صورت انجام دچار پشیمانی خواهید شد ترك شود.,دچار افراد دو رویی خواهید شد و در صورت انجام ضرر هنگفتی را متحمل می‌شوید ترک شود.
575.html,2,پروردگارت مى داند كه تو و گروهى از آنها كه با تو هستند نزديك دو سوم از شب يا نصف يا ثلث آن را به پا مى خيزند; خداوند شب و روز را اندازه گيرى مى كند; او مى داند كه شما نمى توانيد مقدار آن را (به دقت) اندازه گيرى كنيد (براى عبادت كردن)، پس شما را بخشيد; اكنون آنچه براى شما ميسر است قرآن بخوانيد او مى داند بزودى گروهى از شما بيمار مى شوند، و گروهى ديگر براى به دست آوردن فضل الهى (و كسب روزى) به سفر مى روند، و گروهى ديگر در راه خدا جهاد مى كنند (و از تلاوت قرآن بازمى مانند)، پس به اندازه اى كه براى شما ممكن است از آن تلاوت كنيد و نماز را بر پا داريد و زكات بپردازيد و به خدا «قرض الحسنه » دهيد ( در راه او انفاق نماييد) و (بدانيد) آنچه را از كارهاى نيك براى خود از پيش مى فرستيد نزد خدا به بهترين وجه و بزرگترين پاداش خواهيد يافت; و از خدا آمرزش بطلبيد كه خداوند آمرزنده و مهربان است! (20),بسیار خوب است از مشكلات نهراسید این كار ارزش زحمت را دارد با توكل به‌خدا انجام دهید.,سود خوبی خواهید کرد و بعد از آن است که دیگر مشکلات و زحمتهایی که کشیده‌اید بنظرتان ناچیز می‌آید با توکل به‌خدا اقدام کنید.
577.html,-1,از اين رو شفاعت شفاعت كنندگان به حال آنها سودى نمى بخشد. (48),بسیار بد است این كار مثل تكیه زدن بر باد است به‌هیچ‌وجه انجام ندهید.,ضرر مالی و اعتباری شدید دارد طرفهای شما آنهایی نیستند که روی حرفهایشان بمانند حتما ترک شود.
579.html,2,از چشمه اى كه بندگان خاص خدا از آن مى نوشند، و از هر جا بخواهند آن را جارى مى سازند! (6),بسیار خوب است با توكل به‌خدا به همه‌ی اهدافتان خواهید رسید و تمامی مشكلاتتان حل خواهد شد.,سود خوبی نصیبتان خواهد شد با توکل به‌خدا اقدام کنید و صدقه فراموش نشود.
581.html,-1,آيا شما را از آبى پست و ناچيز نيافريديم، (20),بد است دچار مشكلات عدیده‌ای خواهید شد و در آخر هم به اهدافتان نخواهید رسید.,بد است بعد از زحمتهای زیاد در آخر هم نتیجه‌ی عکس از کارتان خواهید گرفت.
583.html,2,مسلما براى پرهيزگاران نجات و پيروزى بزرگى است: (31),بسیار خوب است باعث آرامش و آسایش شما خواهد شد با توكل به‌خدا اقدام كنید.,سود خوبی نصیبتان خواهد شد با توکل به‌خدا اقدام کنید و صدقه فراموش نشود.
585.html,1,چهره در هم كشيد و روى برتافت... (1),خوب است البته مشكلات و سختیهایی دیده می‌شود اما با صبر و حوصله حل می‌شود و نتیجه‌ی دلخواه حاصل می‌شود.,مشکلاتی دیده می‌شود زحمت زیادی همه باید بکشید ولی سود خوبی هم نصیبتان می‌شود که جبران این زحمات را می‌کند.
587.html,1,آن زمان كه آسمان ( كرات آسمانى) از هم شكافته شود، (1),خوب است مشكلاتی وجود دارد ولی با صبر و حوصله، قابل حل است و نتیجه مطلوب حاصل می شود.,از مشکلات نباید ترسید خصوصا وقتی نتیجه‌ی خوبی حاصل رنجها و سختیها باشد.
589.html,-1,در حالى كه بر تختهاى آراسته بهشتى نشسته و (به سرنوشت شوم آنها) مى نگرند! (35),بسیار بد است دچار مشكلات و سختیهایی خواهید شد و در آخر هم به هیچ كدام از اهدافتان نخواهید رسید.,ضرر هنگفتی خواهید کرد و اعتبارتان نیز زیر سوال می‌رود حتما ترک شود.
59.html,-1,اى اهل كتاب! چرا حق را با باطل (مى زميزيد و) مشتبه مى كنيد (تا ديگران نفهمند و گمراه شوند)، و حقيقت را پوشيده مى داريد در حالى كه مى دانيد؟! (71),بد است در آن فریب و نیرنگ است به‌هیچ‌وجه انجام ندهید که پشیمان خواهید شد.,بشما دروغ می گویند و مواردی از معامله را از شما پنهان می‌کنند ضرر می‌کنی.
591.html,0,سوگند به آسمان و كوبنده شب! (1),میانه خوب است با در نظر گرفتن شرایط و بررسی كامل جوانب خوب والا بد است.,اگر شرایط را رعایت کنید و جوانب کار را در نظر بگیرید خوب است والا بد است.
593.html,2,به سپيده دم سوگند، (1),بسیار خوب است ان‌شاءالله به همه‌ی اهدافتان خواهید رسید با توكل به‌خدا انجام دهید.,سود خوبی نصیبتان خواهد شد و در افزایش اعتبارتان موثر خواهد بود با توکل به‌خدا اقدام کنید.
595.html,1,به خورشيد و گسترش نور آن سوگند، (1),خوب است ولی قدری زحمت دارد با توكل به‌خدا انجام دهید و با افراد خبره مشورت كنید.,خوب است مشکلاتی دیده می‌شود ولی نتیجه مطلوب و دلخواه بدست خواهد آمد به‌خدا توکل کنید و انجام دهید.
597.html,1,قسم به انجير و زيتون (يا: قسم به سرزمين شام و بيت المقدس)، (1),خوب است ان‌شاءالله به اهدافتان خواهید رسید با توكل به‌خدا اقدام كنید و از مشكلات نهراسید.,ان‌شاءالله سود خوبی خواهید کرد به‌خدا توکل کنید و از مشکلات نهراسید.
599.html,2,پاداش آنها نزد پروردگارشان باغهاى بهشت جاويدان است كه نهرها از زير درختانش جارى است; هميشه در آن مى مانند! (هم) خدا از آنها خشنود است و (هم) آنها از خدا خشنودند; و اين (مقام والا) براى كسى است كه از پروردگارش بترسد! (8),بسیار خوب است با توكل به‌خدا انجام دهید ان‌شاءالله به تمامی اهدافتان خواهید رسید.,سود خوبی نصیبتان خواهد شد و باعث افزایش اعتبارتان خواهد شد.
601.html,2,به عصر سوگند، (1),بسیار خوب است با توکل به‌خدا اقدام کنید ان‌شاءالله به همه‌ی اهدافتان می‌رسید مراقب باشید که مرتکب حرام نشوید.,سود خوبی نصیبتان می‌شود در هر کاری خدا را فراموش نکنید.
603.html,0,بگو: اى كافران! (1),میانه است در صورتی که همه‌ی جوانب را رعایت کنید خوب است والا بد است.,تحقیق بیشتر کنید اگر مشکلی نبود اقدام کنید والا ترک کنید.
61.html,1,بگو: «به خدا ايمان آورديم; و (همچنين) به آنچه بر ما و بر ابراهيم و اسماعيل و اسحاق و يعقوب و اسباط نازل گرديده; و آنچه به موسى و عيسى و (ديگر) پيامبران، از طرف پروردگارشان داده شده است; ما در ميان هيچ يك از آنان فرقى نمى گذاريم; و در برابر (فرمان) او تسليم هستيم.» (84),خوب است با حفظ موازین شرعی اقدام کنید ان‌شاءالله در کارتان موفق خواهید شد.,خوب است با توکل به‌خدا اقدام کنید صدقه فراموش نشود.
63.html,2,و چگونه ممكن است شما كافر شويد، با اينكه (در دامان وحى قرار گرفته ايد، و) آيات خدا بر شما خوانده مى شود، و پيامبر او در ميان شماست؟! (بنابر اين، به خدا تمسك جوييد!) و هر كس به خدا تمسك جويد، به راهى راست، هدايت شده است. (101),بسیار خوب است خدا را در هیچ حال فراموش نکنید.,ان‌شاءالله پر سود و منفعت خواهد بود اگر خدا را فراموش نکنید.
65.html,-1,كسانى كه كافر شدند، هرگز نمى توانند در پناه اموال و فرزندانشان، از مجازات خدا در امان بمانند! آنها اصحاب دوزخند; و جاودانه در آن خواهند ماند. (116),بسیار بد است به‌هیچ‌وجه انجام ندهید که لطمه‌های زیادی خواهید خورد.,ظاهر بین نباشید ضرر زیادی خواهید کرد از انجامش منصرف شوید.
67.html,2,و شتاب كنيد براى رسيدن به آمرزش پروردگارتان; و بهشتى كه وسعت آن، آسمانها و زمين است; و براى پرهيزگاران آماده شده است. (133),بسیار خوب است در انجام آن تعجیل کنید و در انجام آن حفظ موازین شرعی را رعایت کنید.,پر منفعت و پر سود است بدو شرط‌یکی آنکه موازین شرعی را رعایت کنی و دوم صدقه‌ی در خوری بدهی.
69.html,-1,اى كسانى كه ايمان آورده ايد! اگر از كسانى كه كافر شده اند اطاعت كنيد، شما را به گذشته هايتان بازمى گردانند; و سرانجام، زيانكار خواهيد شد. (149),بد است دچار ناراحتی زیادی خواهید شد و در راهی قرار می‌گیرید که بازگشتی در آن نیست.,به حرام می‌افتید و فریب خواهید خورد ترک کنید.
7.html,0,گفتيم: «همگى از آن، فرود آييد! هرگاه هدايتى از طرف من براى شما آمد، كسانى كه از آن پيروى كنند، نه ترسى بر آنهاست، و نه غمگين شوند.» (38),میانه است در صورت اصرار به انجام حتما صدقه دهید و با مشورت با افراد خبره اقدام نمایید.,صبر کنید انجام این معامله آن‌چنان هم که فکر می‌کنید تعریفی ندارد در صورت اصرار به انجام آن صدقه دهید و با افراد خبره مشورت نمایید.
71.html,0,و اگر بميريد يا كشته شويد، به سوى خدا محشور مى شويد. (بنابراين، فانى نمى شويد كه از فنا، وحشت داشته باشيد.) (158),میانه است خوب فکر کن با افراد خبره مشورت کن انجام ندهی بهتر است.,با افراد خبره مشورت کن آن‌چنان هم تعریفی ندارد.
73.html,1,به همين جهت، آنها (از اين ميدان،) با نعمت و فضل پروردگارشان، بازگشتند; در حالى كه هيچ ناراحتى به آنان نرسيد; و از رضاى خدا، پيروى كردند; و خداوند داراى فضل و بخشش بزرگى است. (174),خوب است با حفظ موازین شرعی اقدام کنید ان‌شاءالله به اهدافتان خواهید رسید.,راستی در معامله و توکل به‌خدا رمز موفقیت است ان‌شاءالله سود خوبی خواهید برد.
75.html,-1,و (به خاطر بياوريد) هنگامى را كه خدا، از كسانى كه كتاب (آسمانى) به آنها داده شده، پيمان گرفت كه حتما آن را براى مردم آشكار سازيد و كتمان نكنيد! ولى آنها، آن را پشت سر افكندند; و به بهاى كمى فروختند; و چه بد متاعى مى خرند؟! (187),بد است ارزش شما بیش از این است اقدام نکنید.,به شما دروغ می‌گویند و فریبتان می‌دهند انجام ندهید.
77.html,2,اى مردم! از (مخالفت) پروردگارتان بپرهيزيد! همان كسى كه همه شما را از يك انسان آفريد; و همسر او را (نيز) از جنس او خلق كرد; و از آن دو، مردان و زنان فراوانى (در روى زمين) منتشر ساخت. و از خدايى بپرهيزيد كه (همگى به عظمت او معترفيد; و) هنگامى كه چيزى از يكديگر مى خواهيد، نام او را مى بريد! (و نيز) (از قطع رابطه با) خويشاوندان خود، پرهيز كنيد! زيرا خداوند، مراقب شماست. (1),بسیار خوب است با توکل به‌خدا اقدام کنید و در هیچ حالتی خدا را فراموش نکنید.,پر منفعت است صدقه را فراموش نکنید و موازین شرعی را رعایت کنید.
79.html,0,و براى شما، نصف ميراث زنانتان است، اگر آنها فرزندى نداشته باشند; و اگر فرزندى داشته باشند، يك چهارم از آن شماست; پس از انجام وصيتى كه كرده اند، و اداى دين (آنها). و براى زنان شما، يك چهارم ميراث شماست، اگر فرزندى نداشته باشيد; و اگر براى شما فرزندى باشد، يك هشتم از آن آنهاست; بعد از انجام وصيتى كه كرده ايد، و اداى دين. و اگر مردى بوده باشد كه كلاله ( خواهر يا برادر) از او ارث مى برد، يا زنى كه برادر يا خواهرى دارد، سهم هر كدام، يك ششم است (اگر برادران و خواهران مادرى باشند); و اگر بيش از يك نفر باشند، آنها در يك سوم شريكند; پس از انجام وصيتى كه شده، و اداى دين; بشرط آنكه (از طريق وصيت و اقرار به دين،) به آنها ضرر نزند. اين سفارش خداست; و خدا دانا و بردبار است. (12),میانه است در صورت اصرار به انجام با مشورت و با احتیاط کامل اقدام کنید والا ترک آن بهتر است.,با احتیاط و مشورت انجام دهید در غیر این صورت از انجام آن منصرف شوید.
81.html,-1,و اگر تصميم گرفتيد كه همسر ديگرى به جاى همسر خود انتخاب كنيد، و مال فراوانى (بعنوان مهر) به او پرداخته ايد، چيزى از آن را پس نگيريد! آيا براى بازپس گرفتن مهر آنان، به تهمت و گناه آشكار متوسل مى شويد؟! (20),بد است مورد تهمت و بهتان قرار می‌گیرید و پشیمان خواهید شد.,زیاد به ظاهر توجه نکن ضرر می‌کنی.
83.html,-1,خدا مى خواهد شما را ببخشد (و از آلودگى پاك نمايد)، اما آنها كه پيرو شهواتند، مى خواهند شما بكلى منحرف شويد. (27),بد است به گناه می‌افتی و خیری در آن نیست حتما ترک شود.,به حرام می‌افتی و ضرر می‌بینی به‌هیچ‌وجه انجام ندهید.
85.html,-1,و آنها كسانى هستند كه اموال خود را براى نشان دادن به مردم انفاق مى كنند، و ايمان به خدا و روز بازپسين ندارند; (چرا كه شيطان، رفيق و همنشين آنهاست;) و كسى كه شيطان قرين او باشد، بد همنشين و قرينى است. (38),بسیار بد است اصلا فکرش را هم نکن افراد ظاهربین ضرر می‌کنند.,به حرام می‌افتی و ضرر بسیار می‌کنی ظاهر آن با باطنش فرق دارد.
87.html,-1,آنها كسانى هستند كه خداوند، ايشان را از رحمت خود، دور ساخته است; و هر كس را خدا از رحمتش دور سازد، ياورى براى او نخواهى يافت. (52),بسیار بد است آبرو و حیثیت شما بر باد می‌رود.,آدمهای مکار و فریبکاری هستند اصلا انجام نده.
89.html,1,اگر (همانند بعضى از امتهاى پيشين،) به آنان دستور مى داديم: «يكديگر را به قتل برسانيد س ذللّه، و يا: «از وطن و خانه خود، بيرون رويد»، تنها عده كمى از آنها عمل مى كردند! و اگر اندرزهايى را كه به آنان داده مى شد انجام مى دادند، براى آنها بهتر بود; و موجب تقويت ايمان آنها مى شد. (66),خوب است با صبر و حوصله به نتیجه دلخواه می‌رسی.,با افراد خبره مشورت کن و سپس انجام بده.
9.html,-1,و (به خاطر بياوريد) زمانى را كه گفتيم: «در اين شهر ( بيت المقدس) وارد شويد! و از نعمتهاى فراوان آن، هر چه مى خواهيد بخوريد! و از در (معبد بيت المقدس) با خضوع و خشوع وارد گرديد! و بگوييد: «خداوندا! گناهان ما را بريز!» تا خطاهاى شما را ببخشيم; و به نيكوكاران پاداش بيشترى خواهيم داد.» (58),بد است و انجام آن جز پشیمانی و ندامت چیزی بدنبال ندارد.,ضرر و زیان ناشی از انجام آن زیاد است و مشکلات زیادی به همراه دارد.
91.html,-1,كسى كه از پيامبر اطاعت كند، خدا را اطاعت كرده; و كسى كه سرباز زند، تو را نگهبان (و مراقب) او نفرستاديم (و در برابر او، مسؤول نيستى). (80),بد است سری که درد نمی‌کند دستمال نمی‌بندند.,ضرر می‌کنید و دچار مشکل می‌شوید ترک کنید.
93.html,-1,هيچ فرد باايمانى مجاز نيست كه مؤمنى را به قتل برساند، مگر اينكه اين كار از روى خطا و اشتباه از او سر زند; (و در عين حال،) كسى كه مؤمنى را از روى خطا به قتل رساند، بايد يك برده مؤمن را آزاد كند و خونبهايى به كسان او بپردازد; مگر اينكه آنها خونبها را ببخشند. و اگر مقتول، از گروهى باشد كه دشمنان شما هستند (و كافرند)، ولى مقتول باايمان بوده، (تنها) بايد يك برده مؤمن را آزاد كند (و پرداختن خونبها لازم نيست). و اگر از جمعيتى باشد كه ميان شما و آنها پيمانى برقرار است، بايد خونبهاى او را به كسان او بپردازد، و يك برده مؤمن (نيز) آزاد كند. و آن كس كه دسترسى (به آزاد كردن برده) ندارد، دو ماه پى در پى روزه مى گيرد. اين، (يك نوع تخفيف، و) توبه الهى است. و خداوند، دانا و حكيم است. (92),بد است خطر جانی و مالی دارد انجام ندهید.,خطر حیثیتی و آبرویی دارد مالتان از بین می‌رود انجام ندهید.
95.html,-1,و هنگامى كه در ميان آنها باشى، و (در ميدان جنگ) براى آنها نماز را برپا كنى، بايد دسته اى از آنها با تو (به نماز) برخيزند، و سلاحهايشان را با خود برگيرند; و هنگامى كه سجده كردند (و نماز را به پايان رساندند)، بايد به پشت سر شما (به ميدان نبرد) بروند، و آن دسته ديگر كه نماز نخوانده اند (و مشغول پيكار بوده اند)، بيايند و با تو نماز بخوانند; آنها بايد وسايل دفاعى و سلاحهايشان (را در حال نماز) با خود حمل كنند; (زيرا) كافران آرزو دارند كه شما از سلاحها و متاعهاى خود غافل شويد و يكباره به شما هجوم آورند. و اگر از باران ناراحتيد، و يا بيمار (و مجروح )هستيد، مانعى ندارد كه سلاحهاى خود را بر زمين بگذاريد; ولى وسايل دفاعى (مانند زره و خود را) با خود برداريد خداوند، عذاب خواركننده اى براى كافران فراهم ساخته است. (102),بد است انجام آن جز پشیمانی چیزی بدنبال ندارد.,معامله بی سرانجامی است ترکش کنید.
97.html,1,در بسيارى از سخنان درگوشى (و جلسات محرمانه) آنها، خير و سودى نيست; مگر كسى كه (به اين وسيله،) امر به كمك به ديگران، يا كار نيك، يا اصلاح در ميان مردم كند; و هر كس براى خشنودى پروردگار چنين كند، پاداش بزرگى به او خواهيم داد. (114),خوب است با حفظ موازین شرعی و دادن صدقه اقدام کنید.,مورد پر منفعتی است بشرطی که موازین شرعی را رعایت کنید و صدقه‌ی در خوری بدهید.
99.html,0,و اگر زنى، از طغيان و سركشى يا اعراض شوهرش، بيم داشته باشد، مانعى ندارد با هم صلح كنند (و زن يا مرد، از پاره اى از حقوق خود، بخاطر صلح، صرف نظر نمايد.) و صلح، بهتر است; اگر چه مردم (طبق غريزه حب ذات، در اين گونه موارد) بخل مى ورزند. و اگر نيكى كنيد و پرهيزگارى پيشه سازيد (و بخاطر صلح، گذشت نماييد)، خداوند به آنچه انجام مى دهيد، آگاه است (و پاداش شايسته به شما خواهد داد). (128),میانه‌ی آن خوب است همه‌ی جوانب را در نظر بگیرید سپس انجام دهید و الا ترکش بهتر است.,مشورت با اهل خبره و دادن صدقه رمز موفقیت در این کار است و گرنه ترکش بهتر است.
